feature_id,feature_name,feature_description,product_id,meaningful_floor_events,deep_threshold_events
F01787,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0395,P0395,10754,43016
F01788,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0395,P0395,137400,549602
F01789,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for Azure SKU-0395,P0395,30129,120516
F01790,App-ID,App-ID capability delivered within VM-300 SKU-0396,P0396,8811,35246
F01791,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0396,P0396,481535,1926141
F01792,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0396,P0396,17401,69604
F01793,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0397,P0397,16818,67275
F01794,App-ID,App-ID capability delivered within VM-300 SKU-0397,P0397,513051,2052204
F01795,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0397,P0397,7709,30837
F01796,GlobalProtect,GlobalProtect capability delivered within VM-300 SKU-0397,P0397,20381,81526
F01797,Enterprise DLP,Enterprise DLP capability delivered within VM-300 SKU-0397,P0397,16141,64567
F01798,Advanced WildFire,Advanced WildFire capability delivered within PA-410 SKU-0398,P0398,6295,25182
F01799,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-410 SKU-0398,P0398,177817,711271
F01800,App-ID,App-ID capability delivered within PA-410 SKU-0398,P0398,23656,94624
F01801,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-410 SKU-0398,P0398,468371,1873484
F01802,Advanced DNS Security,Advanced DNS Security capability delivered within PA-410 SKU-0398,P0398,1298942,5195769
F01803,Decryption,Decryption capability delivered within PA-410 SKU-0398,P0398,8417,33668
F01804,Advanced DNS Security,Advanced DNS Security capability delivered within PA-1410 SKU-0399,P0399,410782,1643128
F01805,Advanced WildFire,Advanced WildFire capability delivered within PA-1410 SKU-0399,P0399,241178,964715
F01806,Enterprise DLP,Enterprise DLP capability delivered within PA-1410 SKU-0399,P0399,7510,30040
F01807,Decryption,Decryption capability delivered within PA-1410 SKU-0399,P0399,215828,863315
F01808,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-1410 SKU-0399,P0399,8086,32345
F01809,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0400,P0400,519983,2079935
F01810,Decryption,Decryption capability delivered within Prisma Access Mobile Users SKU-0400,P0400,13909,55637
F01811,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Mobile Users SKU-0400,P0400,8465,33862
F01812,App-ID,App-ID capability delivered within VM-500 SKU-0401,P0401,326261,1305047
F01813,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0401,P0401,506447,2025791
F01814,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0401,P0401,4410,17641
F01815,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0401,P0401,29056,116224
F01816,Decryption,Decryption capability delivered within VM-500 SKU-0401,P0401,15222,60888
F01817,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0402,P0402,5411,21644
F01818,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0402,P0402,193579,774317
F01819,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0402,P0402,19074,76297
F01820,Decryption,Decryption capability delivered within VM-100 SKU-0402,P0402,11594,46377
F01821,App-ID,App-ID capability delivered within VM-100 SKU-0402,P0402,193218,772873
F01822,IoT/OT Security,IoT/OT Security capability delivered within VM-100 SKU-0402,P0402,458874,1835496
F01823,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0403,P0403,35807,143231
F01824,AI Access Security,AI Access Security capability delivered within Prisma Access Browser SKU-0403,P0403,3850,15403
F01825,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Browser SKU-0403,P0403,30768,123075
F01826,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Browser SKU-0403,P0403,182053,728214
F01827,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0403,P0403,18193,72772
F01828,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0403,P0403,141123,564494
F01829,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0404,P0404,16218,64872
F01830,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0404,P0404,8031,32126
F01831,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0404,P0404,248606,994424
F01832,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0404,P0404,326317,1305269
F01833,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0405,P0405,7237,28950
F01834,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0405,P0405,335896,1343585
F01835,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0405,P0405,198691,794764
F01836,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0405,P0405,22128,88515
F01837,Advanced WildFire,Advanced WildFire capability delivered within PA-5445 SKU-0406,P0406,109098,436393
F01838,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5445 SKU-0406,P0406,12997,51989
F01839,App-ID,App-ID capability delivered within PA-5445 SKU-0406,P0406,1346554,5386216
F01840,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5445 SKU-0406,P0406,8879,35516
F01841,Decryption,Decryption capability delivered within PA-5445 SKU-0406,P0406,744876,2979505
F01842,IoT/OT Security,IoT/OT Security capability delivered within PA-5445 SKU-0406,P0406,23354,93416
F01843,Decryption,Decryption capability delivered within PA-1410 SKU-0407,P0407,176011,704046
F01844,Advanced DNS Security,Advanced DNS Security capability delivered within PA-1410 SKU-0407,P0407,542779,2171119
F01845,Enterprise DLP,Enterprise DLP capability delivered within PA-1410 SKU-0407,P0407,1063817,4255268
F01846,App-ID,App-ID capability delivered within PA-1410 SKU-0407,P0407,6193,24772
F01847,IoT/OT Security,IoT/OT Security capability delivered within PA-1410 SKU-0407,P0407,19207,76830
F01848,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-1410 SKU-0407,P0407,5202,20810
F01849,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0408,P0408,7182,28730
F01850,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0408,P0408,128596,514387
F01851,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0408,P0408,13876,55504
F01852,GlobalProtect,GlobalProtect capability delivered within VM-500 SKU-0408,P0408,925926,3703704
F01853,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0408,P0408,41677,166710
F01854,IoT/OT Security,IoT/OT Security capability delivered within VM-500 SKU-0408,P0408,154737,618951
F01855,App-ID,App-ID capability delivered within VM-500 SKU-0409,P0409,18886,75547
F01856,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0409,P0409,5893,23572
F01857,Enterprise DLP,Enterprise DLP capability delivered within VM-500 SKU-0409,P0409,758152,3032608
F01858,IoT/OT Security,IoT/OT Security capability delivered within VM-500 SKU-0409,P0409,10260,41042
F01859,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0410,P0410,668547,2674188
F01860,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0410,P0410,14714,58856
F01861,SD-WAN,SD-WAN capability delivered within Prisma Access Browser SKU-0410,P0410,40499,161997
F01862,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0410,P0410,1153541,4614167
F01863,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Browser SKU-0410,P0410,17392,69568
F01864,Enterprise DLP,Enterprise DLP capability delivered within VM-300 SKU-0411,P0411,36414,145658
F01865,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0411,P0411,214613,858452
F01866,App-ID,App-ID capability delivered within VM-300 SKU-0411,P0411,986952,3947810
F01867,SaaS Security,SaaS Security capability delivered within Prisma Access Remote Networks SKU-0412,P0412,298208,1192834
F01868,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0412,P0412,13009,52036
F01869,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Remote Networks SKU-0412,P0412,142918,571673
F01870,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0412,P0412,5392,21568
F01871,Decryption,Decryption capability delivered within PA-7500 SKU-0413,P0413,167303,669213
F01872,Advanced DNS Security,Advanced DNS Security capability delivered within PA-7500 SKU-0413,P0413,222199,888797
F01873,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-7500 SKU-0413,P0413,734727,2938908
F01874,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0414,P0414,141331,565326
F01875,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0414,P0414,224540,898161
F01876,App-ID,App-ID capability delivered within VM-100 SKU-0414,P0414,12775,51102
F01877,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0414,P0414,679598,2718394
F01878,Enterprise DLP,Enterprise DLP capability delivered within VM-100 SKU-0414,P0414,23172,92688
F01879,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0414,P0414,18644,74577
F01880,Enterprise DLP,Enterprise DLP capability delivered within VM-500 SKU-0415,P0415,18818,75273
F01881,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0415,P0415,315239,1260958
F01882,Decryption,Decryption capability delivered within VM-500 SKU-0415,P0415,6637,26551
F01883,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0415,P0415,862197,3448790
F01884,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0415,P0415,9694,38778
F01885,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0416,P0416,38220,152883
F01886,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0416,P0416,18012,72050
F01887,Decryption,Decryption capability delivered within VM-100 SKU-0416,P0416,1385137,5540548
F01888,GlobalProtect,GlobalProtect capability delivered within VM-100 SKU-0416,P0416,4067,16269
F01889,Enterprise DLP,Enterprise DLP capability delivered within VM-100 SKU-0416,P0416,6739,26958
F01890,App-ID,App-ID capability delivered within VM-100 SKU-0416,P0416,666347,2665390
F01891,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-460 SKU-0417,P0417,10236,40946
F01892,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-460 SKU-0417,P0417,413185,1652740
F01893,Advanced DNS Security,Advanced DNS Security capability delivered within PA-460 SKU-0417,P0417,745852,2983410
F01894,App-ID,App-ID capability delivered within PA-460 SKU-0417,P0417,18127,72511
F01895,Decryption,Decryption capability delivered within PA-460 SKU-0418,P0418,285691,1142765
F01896,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-460 SKU-0418,P0418,16407,65631
F01897,IoT/OT Security,IoT/OT Security capability delivered within PA-460 SKU-0418,P0418,326726,1306907
F01898,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-440 SKU-0419,P0419,16275,65103
F01899,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-440 SKU-0419,P0419,98777,395110
F01900,GlobalProtect,GlobalProtect capability delivered within PA-440 SKU-0419,P0419,19889,79556
F01901,Advanced DNS Security,Advanced DNS Security capability delivered within PA-3410 SKU-0420,P0420,30582,122328
F01902,App-ID,App-ID capability delivered within PA-3410 SKU-0420,P0420,6819,27277
F01903,GlobalProtect,GlobalProtect capability delivered within PA-3410 SKU-0420,P0420,130488,521952
F01904,Decryption,Decryption capability delivered within PA-3410 SKU-0420,P0420,493210,1972843
F01905,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-410 SKU-0421,P0421,11904,47619
F01906,Advanced WildFire,Advanced WildFire capability delivered within PA-410 SKU-0421,P0421,13174,52697
F01907,Advanced DNS Security,Advanced DNS Security capability delivered within PA-410 SKU-0421,P0421,953868,3815472
F01908,Decryption,Decryption capability delivered within PA-410 SKU-0421,P0421,272384,1089539
F01909,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-410 SKU-0421,P0421,340933,1363732
F01910,Enterprise DLP,Enterprise DLP capability delivered within PA-410 SKU-0421,P0421,9168,36674
F01911,Advanced DNS Security,Advanced DNS Security capability delivered within PA-7500 SKU-0422,P0422,8106,32424
F01912,Decryption,Decryption capability delivered within PA-7500 SKU-0422,P0422,16813,67253
F01913,App-ID,App-ID capability delivered within PA-7500 SKU-0422,P0422,27946,111785
F01914,Advanced WildFire,Advanced WildFire capability delivered within PA-7500 SKU-0422,P0422,16939,67756
F01915,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-700 SKU-0423,P0423,149008,596035
F01916,Advanced DNS Security,Advanced DNS Security capability delivered within VM-700 SKU-0423,P0423,27798,111195
F01917,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0423,P0423,488760,1955040
F01918,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0424,P0424,16028,64113
F01919,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0424,P0424,339582,1358328
F01920,Decryption,Decryption capability delivered within VM-500 SKU-0424,P0424,122759,491037
F01921,App-ID,App-ID capability delivered within VM-500 SKU-0424,P0424,1278785,5115142
F01922,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0424,P0424,18547,74189
F01923,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0424,P0424,8266,33064
F01924,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0425,P0425,8680,34723
F01925,App-ID,App-ID capability delivered within Prisma Access Mobile Users SKU-0425,P0425,20555,82221
F01926,Decryption,Decryption capability delivered within Prisma Access Mobile Users SKU-0425,P0425,408246,1632985
F01927,GlobalProtect,GlobalProtect capability delivered within Prisma Access Mobile Users SKU-0425,P0425,7046,28187
F01928,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0425,P0425,12781,51127
F01929,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Mobile Users SKU-0426,P0426,23224,92898
F01930,Decryption,Decryption capability delivered within Prisma Access Mobile Users SKU-0426,P0426,15439,61756
F01931,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0426,P0426,18824,75297
F01932,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0427,P0427,427443,1709773
F01933,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0427,P0427,5726,22904
F01934,SD-WAN,SD-WAN capability delivered within Prisma Access Remote Networks SKU-0427,P0427,31474,125897
F01935,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0428,P0428,786527,3146110
F01936,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0428,P0428,863259,3453036
F01937,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0428,P0428,5110,20440
F01938,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0428,P0428,24232,96928
F01939,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0428,P0428,16230,64922
F01940,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0429,P0429,8032,32130
F01941,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0429,P0429,16688,66752
F01942,Decryption,Decryption capability delivered within VM-500 SKU-0429,P0429,13611,54444
F01943,GlobalProtect,GlobalProtect capability delivered within VM-500 SKU-0429,P0429,258636,1034544
F01944,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0430,P0430,541209,2164836
F01945,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0430,P0430,23495,93981
F01946,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0430,P0430,30364,121458
F01947,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0430,P0430,1219722,4878888
F01948,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0431,P0431,172195,688781
F01949,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0431,P0431,14438,57755
F01950,AI Access Security,AI Access Security capability delivered within Prisma Access Remote Networks SKU-0431,P0431,11000,44001
F01951,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0431,P0431,236968,947875
F01952,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0431,P0431,19526,78105
F01953,Decryption,Decryption capability delivered within VM-100 SKU-0432,P0432,8860,35440
F01954,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0432,P0432,877830,3511322
F01955,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0432,P0432,324873,1299492
F01956,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0432,P0432,13786,55145
F01957,Enterprise DLP,Enterprise DLP capability delivered within PA-3410 SKU-0433,P0433,215556,862224
F01958,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0433,P0433,21835,87341
F01959,Advanced DNS Security,Advanced DNS Security capability delivered within PA-3410 SKU-0433,P0433,9010,36043
F01960,App-ID,App-ID capability delivered within CN-Series SKU-0434,P0434,412825,1651300
F01961,Decryption,Decryption capability delivered within CN-Series SKU-0434,P0434,16795,67182
F01962,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0434,P0434,14184,56738
F01963,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0434,P0434,176623,706494
F01964,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0435,P0435,19494,77978
F01965,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0435,P0435,25174,100696
F01966,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0435,P0435,148584,594337
F01967,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0436,P0436,434459,1737837
F01968,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0436,P0436,8320,33280
F01969,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0436,P0436,17820,71281
F01970,GlobalProtect,GlobalProtect capability delivered within CN-Series SKU-0437,P0437,10714,42857
F01971,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0437,P0437,10394,41576
F01972,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0437,P0437,11238,44953
F01973,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-700 SKU-0438,P0438,9127,36509
F01974,Decryption,Decryption capability delivered within VM-700 SKU-0438,P0438,18566,74267
F01975,Advanced DNS Security,Advanced DNS Security capability delivered within VM-700 SKU-0438,P0438,189410,757642
F01976,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0438,P0438,35651,142604
F01977,IoT/OT Security,IoT/OT Security capability delivered within VM-700 SKU-0438,P0438,7968,31872
F01978,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0439,P0439,17995,71981
F01979,GlobalProtect,GlobalProtect capability delivered within Prisma Access Remote Networks SKU-0439,P0439,19472,77888
F01980,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Remote Networks SKU-0439,P0439,1171649,4686599
F01981,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0439,P0439,439491,1757966
F01982,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0439,P0439,220230,880923
F01983,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0439,P0439,628297,2513189
F01984,IoT/OT Security,IoT/OT Security capability delivered within VM-100 SKU-0440,P0440,7629,30516
F01985,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0440,P0440,10407,41629
F01986,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0440,P0440,1017464,4069858
F01987,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0441,P0441,495945,1983780
F01988,AI Access Security,AI Access Security capability delivered within Prisma Access Browser SKU-0441,P0441,15661,62645
F01989,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Browser SKU-0441,P0441,6449,25797
F01990,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Browser SKU-0441,P0441,19553,78212
F01991,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0441,P0441,12917,51670
F01992,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Browser SKU-0441,P0441,34235,136940
F01993,App-ID,App-ID capability delivered within CN-Series SKU-0442,P0442,18140,72562
F01994,Enterprise DLP,Enterprise DLP capability delivered within CN-Series SKU-0442,P0442,11930,47721
F01995,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0442,P0442,522002,2088009
F01996,GlobalProtect,GlobalProtect capability delivered within CN-Series SKU-0442,P0442,15895,63580
F01997,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0442,P0442,186470,745883
F01998,Decryption,Decryption capability delivered within CN-Series SKU-0442,P0442,18704,74817
F01999,Enterprise DLP,Enterprise DLP capability delivered within PA-3410 SKU-0443,P0443,8011,32046
F02000,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-3410 SKU-0443,P0443,950117,3800468
F02001,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0443,P0443,10461,41844
F02002,App-ID,App-ID capability delivered within PA-3410 SKU-0443,P0443,21153,84615
F02003,Advanced DNS Security,Advanced DNS Security capability delivered within PA-3410 SKU-0443,P0443,19910,79640
F02004,Decryption,Decryption capability delivered within PA-3410 SKU-0443,P0443,23997,95988
F02005,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0444,P0444,25566,102265
F02006,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0444,P0444,18482,73928
F02007,Enterprise DLP,Enterprise DLP capability delivered within VM-300 SKU-0444,P0444,6462,25850
F02008,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Browser SKU-0445,P0445,15547,62189
F02009,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Browser SKU-0445,P0445,193804,775216
F02010,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Browser SKU-0445,P0445,6385,25543
F02011,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Browser SKU-0445,P0445,11323,45292
F02012,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0445,P0445,681477,2725911
F02013,SaaS Security,SaaS Security capability delivered within Prisma Access Browser SKU-0445,P0445,473118,1892472
F02014,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0446,P0446,24806,99226
F02015,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0446,P0446,828673,3314692
F02016,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0446,P0446,105102,420408
F02017,GlobalProtect,GlobalProtect capability delivered within VM-100 SKU-0446,P0446,21036,84146
F02018,Decryption,Decryption capability delivered within VM-100 SKU-0446,P0446,286712,1146849
F02019,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0446,P0446,11405,45623
F02020,Decryption,Decryption capability delivered within VM-100 SKU-0447,P0447,6251,25004
F02021,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-100 SKU-0447,P0447,432634,1730536
F02022,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0447,P0447,277909,1111639
F02023,Enterprise DLP,Enterprise DLP capability delivered within VM-100 SKU-0447,P0447,9413,37653
F02024,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0447,P0447,17964,71857
F02025,App-ID,App-ID capability delivered within VM-100 SKU-0447,P0447,9725,38901
F02026,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0448,P0448,377254,1509016
F02027,GlobalProtect,GlobalProtect capability delivered within Prisma Access Mobile Users SKU-0448,P0448,12821,51284
F02028,SaaS Security,SaaS Security capability delivered within Prisma Access Mobile Users SKU-0448,P0448,162710,650840
F02029,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0448,P0448,719821,2879286
F02030,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Mobile Users SKU-0448,P0448,391477,1565911
F02031,Decryption,Decryption capability delivered within Prisma Access Mobile Users SKU-0448,P0448,16569,66277
F02032,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0449,P0449,5266,21064
F02033,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0449,P0449,807667,3230668
F02034,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0449,P0449,27469,109876
F02035,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0450,P0450,152339,609356
F02036,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0450,P0450,485293,1941174
F02037,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0450,P0450,31214,124858
F02038,App-ID,App-ID capability delivered within PA-440 SKU-0451,P0451,11847,47389
F02039,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-440 SKU-0451,P0451,36963,147852
F02040,Advanced WildFire,Advanced WildFire capability delivered within PA-440 SKU-0451,P0451,464534,1858138
F02041,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-440 SKU-0451,P0451,6849,27398
F02042,IoT/OT Security,IoT/OT Security capability delivered within PA-440 SKU-0451,P0451,1242569,4970278
F02043,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5410 SKU-0452,P0452,371932,1487729
F02044,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5410 SKU-0452,P0452,603131,2412524
F02045,App-ID,App-ID capability delivered within PA-5410 SKU-0452,P0452,4690,18761
F02046,GlobalProtect,GlobalProtect capability delivered within PA-5410 SKU-0452,P0452,16652,66608
F02047,Decryption,Decryption capability delivered within PA-5410 SKU-0452,P0452,10248,40992
F02048,Advanced WildFire,Advanced WildFire capability delivered within PA-5410 SKU-0452,P0452,29730,118923
F02049,IoT/OT Security,IoT/OT Security capability delivered within PA-440 SKU-0453,P0453,7553,30215
F02050,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-440 SKU-0453,P0453,771373,3085495
F02051,App-ID,App-ID capability delivered within PA-440 SKU-0453,P0453,22370,89480
F02052,Advanced WildFire,Advanced WildFire capability delivered within PA-440 SKU-0453,P0453,12086,48345
F02053,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-440 SKU-0453,P0453,7601,30407
F02054,Advanced DNS Security,Advanced DNS Security capability delivered within PA-440 SKU-0453,P0453,125534,502136
F02055,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0454,P0454,869887,3479548
F02056,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for AWS SKU-0454,P0454,9404,37618
F02057,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0454,P0454,32861,131446
F02058,Decryption,Decryption capability delivered within PA-1410 SKU-0455,P0455,361838,1447353
F02059,IoT/OT Security,IoT/OT Security capability delivered within PA-1410 SKU-0455,P0455,316199,1264799
F02060,App-ID,App-ID capability delivered within PA-1410 SKU-0455,P0455,10806,43224
